Product, Customer Name, Rating, Heading, Comment 
Product,Name,Rating,CommentHead,Comment
iphone,Saikat Chakraborty,5,Brilliant,Good phone at this price point Camera is by far the best among all other phones. Wide angle lens is quite accurate with colours and distortion is manageable. Portrait AI is good. HDR gives a sense of false positivity but makes the picture looks better compared to a dslr.iOS doesn't hang and makes multitasking pretty easy.Battery is ok. Extensive user like me (9-10h) screen time needs to charge twice daily.considering the usage its ok.Screen size and display is awesome. Fits into jeans eas...
iphone,Prabhu Prasad,5,Awesome,Very nice product... i am fully satisfied thankyou to Flipkart for delivering me this wonderful product in safe and an affordable price
iphone,Ujjal Saikia,5,Mind-blowing purchase,Amazing Product..The best affordable iphone.Let’s come to the Review:Pros:1. Amazing Build Quality.2. Stunning Display.3. Superb Camera in every aspect.4. Portrait mode and Night mode pictures were amazing.5. Fabulous Processing Power.6. Most Stylish Handset of the Market.7.  Light weight.Cons:1. No cons to point out.Just check the device and camera sample..Hope you will like them.
iphone,Sanjay K.R.,5,Worth every penny,"Apple iPhone 12 mini is incredible, peaceful to hold on one hand and type a message or browse a website, screen size is bigger, i think the phone size is perfect for me, i was using iPhone SE, it was small as this phone, but screen size was quite small, for me this is the perfect phone.See those incredible pics."
iphone,Vishal Patil,5,Simply awesome,"Awesome Purchase…Firstly, thank you Flipkart for delivering fast and genuine product…I’ve been always fan of apple’s products since my college days. Earlier I was using IPhone 7 and skipped other series of IPhone and jumped directly in 12 series. Just go for it without hesitation."
iphone,HIMANSHU  RAWAT,5,Simply awesome,Switched from android.Truecaller not working fully.camera is awesome especially video whether taken in day or night.battery optimisation is great and do buy 20w charger it charges really quick .Itunes to be installed in pc for data transfer.buy cover as it can slip any moment if not careful.Bluetooth works fine.Speaker Sound quality is good u can feel the beats and depth.Apps size is large compared to android so buying 64gb variant makes no sense.Overall I am very satisfied as I needed a hand...
